system:index,B1_p0,B1_p10,B1_p100,B1_p20,B1_p30,B1_p40,B1_p50,B1_p60,B1_p70,B1_p80,B1_p90,B2_p0,B2_p10,B2_p100,B2_p20,B2_p30,B2_p40,B2_p50,B2_p60,B2_p70,B2_p80,B2_p90,B3_p0,B3_p10,B3_p100,B3_p20,B3_p30,B3_p40,B3_p50,B3_p60,B3_p70,B3_p80,B3_p90,B4_p0,B4_p10,B4_p100,B4_p20,B4_p30,B4_p40,B4_p50,B4_p60,B4_p70,B4_p80,B4_p90,B5_p0,B5_p10,B5_p100,B5_p20,B5_p30,B5_p40,B5_p50,B5_p60,B5_p70,B5_p80,B5_p90,B6_VCID_2_p0,B6_VCID_2_p10,B6_VCID_2_p100,B6_VCID_2_p20,B6_VCID_2_p30,B6_VCID_2_p40,B6_VCID_2_p50,B6_VCID_2_p60,B6_VCID_2_p70,B6_VCID_2_p80,B6_VCID_2_p90,B7_p0,B7_p10,B7_p100,B7_p20,B7_p30,B7_p40,B7_p50,B7_p60,B7_p70,B7_p80,B7_p90,DESA,EVI_p0,EVI_p10,EVI_p100,EVI_p20,EVI_p30,EVI_p40,EVI_p50,EVI_p60,EVI_p70,EVI_p80,EVI_p90,IDSP2010,ID_TIPEWIL,KAB,KABDES,KABKOT,KEC,KECAMATAN,KODE2010,NAMA,NDBI_p0,NDBI_p10,NDBI_p100,NDBI_p20,NDBI_p30,NDBI_p40,NDBI_p50,NDBI_p60,NDBI_p70,NDBI_p80,NDBI_p90,NDVI_p0,NDVI_p10,NDVI_p100,NDVI_p20,NDVI_p30,NDVI_p40,NDVI_p50,NDVI_p60,NDVI_p70,NDVI_p80,NDVI_p90,NDWI_p0,NDWI_p10,NDWI_p100,NDWI_p20,NDWI_p30,NDWI_p40,NDWI_p50,NDWI_p60,NDWI_p70,NDWI_p80,NDWI_p90,PRODES,PROP,PROVINSI
000037fa014ab0be1122,20,23,37,24,25,25,25,26,26,27.00912964,28,14,19.00347559,34,19.00347559,20,21.00804791,21.00804791,21.00804791,22.01709664,23,24,8,12,35,12,13,14.00906035,15,16,17,19.02426406,22,16,31,90,35,40,49,58,63,67,71,77,6,17,62,22,24,25,26,28,29,31,34,189,193,200,194,194,194,195,195,195,196,196,1,7,45,8.003450598,9,9,10.00073773,10.00073773,11,12,15,2,-265,-5.438751474,340,-5.438751474,-5.438751474,-1.78898443,-1.78898443,-1.78898443,-1.78898443,-1.78898443,-1.78898443,3301080002,,1,3301000000,CILACAP,80,KEDUNGREJA,3301080002,TAMBAKREJA,-0.627906977,-0.485772067,0.084745763,-0.455195966,-0.423833851,-0.392488828,-0.361280636,-0.321665626,-0.271794671,-0.212685269,-0.150813055,0.045454545,0.271858412,0.810526316,0.349343303,0.428571429,0.5,0.560345365,0.604843069,0.642741453,0.678201651,0.713307614,-0.68,-0.583638536,0.085714286,-0.552883234,-0.525237952,-0.494000801,-0.455139281,-0.373384166,-0.29511268,-0.237018849,-0.185334262,3300000000,33,JAWA TENGAH
00000169c18fc6958fe9,19,22,39,22,23,24,25,25,26,26,28,13,18,37,19,19,20,20,21,21,23,24,8,12,41,12,13,13,14,15,16,18,20,16,32,90,39,46,53,59,63,67,71,76,1,14,55,19,23,25,27,28,30,32,36,190,194,199,194,194,195,195,195,195,196,196,0,6,42,8,9,9,10,11,12,14,17,1,-360,-9.611828239,330,-5.678246907,-5.678246907,-5.678246907,-1.748043696,-1.748043696,-1.748043696,-1.748043696,-1.748043696,3301080001,,1,3301000000,CILACAP,80,KEDUNGREJA,3301080001,SIDANEGARA,-0.931034483,-0.497919231,0.078431373,-0.46460104,-0.426126474,-0.402368436,-0.378934248,-0.347716069,-0.309074745,-0.270035494,-0.223052317,-0.290322581,0.348296671,0.797979798,0.425888736,0.501815069,0.543430582,0.581278406,0.61285758,0.643973533,0.683635218,0.715257883,-0.663551402,-0.591373857,0.25,-0.56096646,-0.533490421,-0.505929784,-0.474872053,-0.436289419,-0.369095853,-0.291456421,-0.208264045,3300000000,33,JAWA TENGAH
0000b22045e44d3585cc,19,22,73,22,23,23,24,25,26,27,29,12,18,72,19,20,21,21,22,23,24,26,4,11,69,12,13,15,16,17,20,22,25,13,28,113,31,35,39,43,48,55,62,71,0,10,86,12,14,16,18,21,24,27,31,185,193,199,194,194,195,195,195,195,196,197,0,4,55,6,6,7,8,8,9,10,13,2,-400,-9.799381818,400,-5.656884058,-1.398966729,-1.398966729,-1.398966729,-1.398966729,-1.398966729,-1.398966729,-1.398966729,3301090002,,1,3301000000,CILACAP,90,PATIMUAN,3301090002,SIDAMUKTI,-1,-0.526864956,0.01010101,-0.488334991,-0.464809275,-0.441996271,-0.426193999,-0.402506379,-0.371612834,-0.333317043,-0.285520923,-0.433333333,0.152316202,0.897435897,0.261988253,0.333333333,0.393997999,0.448962643,0.501760138,0.566105962,0.620518772,0.691062386,-0.714285714,-0.558691547,0.381818182,-0.506175196,-0.441813859,-0.379492429,-0.322956087,-0.270089646,-0.223348457,-0.168733516,-0.105105434,3300000000,33,JAWA TENGAH
00004d92c88e01fea44e,20,22,36,22,22,23,23,24,25,27,28,15,18,36,19,19,20,20,21,21,23,24,8,11,32,12,13,14,15,16,17,18,20,20,30,91,33,36,42,49,55,60,66,71,4,11,58,13,16,19,22,24,26,28,32,192,194,199,194,195,195,195,195,195,196,196,1,5,42,6,7,7,8,9,9,11,14,3,-335,-9.735967334,300,-5.688275309,-5.688275309,-1.449347606,-1.449347606,-1.449347606,-1.449347606,-1.449347606,-1.449347606,3301090003,,1,3301000000,CILACAP,90,PATIMUAN,3301090003,PURWODADI,-0.741935484,-0.517598535,0.137254902,-0.48590355,-0.463156146,-0.442899407,-0.423546503,-0.396349338,-0.365113076,-0.318763289,-0.255578565,-0.024390244,0.287000188,0.818181818,0.360939962,0.408625881,0.458656216,0.507141226,0.560525068,0.61105772,0.662236301,0.713844797,-0.682242991,-0.580625335,0.111111111,-0.537715798,-0.5,-0.446965057,-0.388531986,-0.322308128,-0.26785921,-0.224718009,-0.173137817,3300000000,33,JAWA TENGAH
0000731b0aa49d13be92,19,22.05510924,38,22.05510924,23.04341117,23.04341117,25,26.03324171,27,27,29,13,18.07061041,39,19,19,21,21,22,23,24,26,8,11,41,13,14.05525646,15,16,17,19,21,24,16,31,97,35,40,44,50,55,60.05758829,66,74,1,10,60,14,18.06455301,22,25.09645628,27.07383166,28,31,35,188,194.0516792,199,194.0516792,194.0516792,195.038559,195.038559,195.038559,195.038559,196,197,0,4,40,6,7,8,9,10,11,12,16,5,-395,-9.791259251,300,-5.671004299,-5.671004299,-1.63948904,-1.63948904,-1.63948904,-1.63948904,-1.63948904,-1.63948904,3301090005,,1,3301000000,CILACAP,90,PATIMUAN,3301090005,PATIMUAN,-0.925925926,-0.519645092,0.086956522,-0.480136824,-0.449351804,-0.426143514,-0.394317861,-0.363682252,-0.316953437,-0.269645343,-0.206443699,-0.322033898,0.214153843,0.816326531,0.316418465,0.394437533,0.456925294,0.502059577,0.558222166,0.598007786,0.644456334,0.699226841,-0.683168317,-0.576590985,0.25,-0.52937304,-0.486790447,-0.442948407,-0.39219175,-0.333333333,-0.283064257,-0.232002605,-0.154414108,3300000000,33,JAWA TENGAH
0000ac65e91aae8822e2,19,21,39,22,22,23,24,24,25,26,27,13,17,36,18,19,19,20,21,22,23,24,8,10,40,11,12,13,14,15,16,18,20,13,29,104,39,52,59,64,68,71,75,80,1,11,54,20,24,26,27,29,31,34,37,187,194,200,194,195,195,195,195,196,196,197,0,4,38,7,8,9,10,11,12,14,16,6,-430,-13.89960971,435,-9.714424843,-5.708029923,-5.708029923,-5.708029923,-1.625697822,-1.625697822,-1.625697822,-1.625697822,3301090006,,1,3301000000,CILACAP,90,PATIMUAN,3301090006,CINYAWANG,-0.916666667,-0.505069463,0.090909091,-0.47244409,-0.449460446,-0.434070596,-0.402325576,-0.37918722,-0.340591519,-0.292936725,-0.230428246,-0.25,0.308895665,0.818181818,0.418082054,0.50234035,0.566306038,0.61330448,0.651796397,0.691061981,0.722998742,0.7529625,-0.684210526,-0.615222467,0.25,-0.59133195,-0.564993604,-0.537548478,-0.505913566,-0.467425271,-0.408213153,-0.287657698,-0.162999841,3300000000,33,JAWA TENGAH
0000ed66a7e493825b8c,20,23,50,23,24,25.36521186,25.36521186,26,27,28,30,14,18.47263671,51,20,21,21,22.37894455,22.37894455,24,25,28.16588374,8,13,51,14,15,16.40633041,17,18,20,22,25,10,27,112,32,37,41,45,50,55.40477702,61,69,0,8,53,11.34732602,14,17,19,22.33125228,24,26,29,185,194,200,194,195,195,195,195,195,196,196,0,4,36,5,6,7,8.27770439,8.27770439,9,10,11,1,-435,-5.508793065,445,-5.508793065,-1.562720536,-1.562720536,-1.562720536,-1.562720536,-1.562720536,-1.562720536,-1.562720536,3301090001,,1,3301000000,CILACAP,90,PATIMUAN,3301090001,RAWAAPU,-1,-0.566587972,0.078651685,-0.511689308,-0.480635165,-0.457178043,-0.434378118,-0.410234591,-0.387114315,-0.355621083,-0.309232413,-0.50877193,0.128340387,0.816666667,0.238661655,0.308447953,0.370516137,0.434029893,0.488501757,0.543427069,0.59777146,0.651952987,-0.689922481,-0.535977938,0.473432548,-0.480653114,-0.434198611,-0.386984384,-0.333333333,-0.28534902,-0.223241281,-0.160534397,-0.058593943,3300000000,33,JAWA TENGAH
0001aea75ac1e75fa469,22,24,35,25,25,25,26,26,26,26,27,16,19,32,20,20,21,21,21,21,22,23,9,12,29,13,13,13,14,14,15,15,17,23,55,100,63,67,70,73,75,77,80,84,7,25,50,30,32,34,35,36,37,38,40,187,193,197,193,193,193,193,193,194,194,194,2,9,36,10,11,12,12,13,13,14,16,8,-265,-5.414382265,410,-5.414382265,-5.414382265,-5.414382265,-5.414382265,-2.833277276,-2.833277276,-2.833277276,-2.833277276,3304120008,,4,3304000000,BANJARNEGARA,120,PUNGGELAN,3304120008,KARANGSARI,-0.630769231,-0.408289561,0.065217391,-0.392753363,-0.380939805,-0.373458623,-0.361503338,-0.353334109,-0.34126587,-0.326984472,-0.302697982,0.181818182,0.545642539,0.804347826,0.610531101,0.642768662,0.666666667,0.681863178,0.697241285,0.708544824,0.717433725,0.732465677,-0.657657658,-0.603896336,-0.114285714,-0.587801252,-0.579648196,-0.568478,-0.556823271,-0.540895527,-0.522094028,-0.494102736,-0.432249668,3300000000,33,JAWA TENGAH
0001be334c5d86449224,22,27,37,28,28,29,29,29,30,30,30,18,24,34,25,25,26,26,27,27,27,28,11,17,32,19,19,20,21,21,22,23,25,34,42,87,45,47,49,51,53,55,57,60,14,21,59,22,23,24,25,26,28,31,41,185,191,200,191,192,192,193,193,195,195,196,6,9,42,9,10,11,11,12,12,14,23,14,-140,-4.768545876,140,-2.668962801,-2.668962801,-2.668962801,-1.386259345,-1.386259345,-1.386259345,-1.386259345,-1.386259345,3329100014,,29,3329000000,BREBES,100,LOSARI,3329100014,PEKAUMAN,-0.525423729,-0.416680656,0.047619048,-0.396314358,-0.373573144,-0.353310276,-0.333333333,-0.310554653,-0.283257641,-0.244754563,-0.1619101,0.101449275,0.303065233,0.658536585,0.342319721,0.37262564,0.392973827,0.41206663,0.432456583,0.458476878,0.486696709,0.528806053,-0.526315789,-0.414817728,-0.085714286,-0.382020917,-0.357074034,-0.333333333,-0.316587071,-0.298080789,-0.277828685,-0.253561492,-0.222134481,3300000000,33,JAWA TENGAH
0001f9c32761df4ce7bb,22,27,34,27,28,28,28,29,29,30,30,20,24.28244484,32,24.28244484,25.29753926,25.29753926,26,26,27,27,28,13,18,34,19,20,20,21.16196625,21.16196625,22.23976566,23,24,31,39,80,41,44,46,50,52,55,58.29212865,62.20080119,9,21,63,22,23.12135781,25,26.20227419,28,30,33,38,183,190,200,191.0223225,191.0223225,192,193,193,194,196,196,6,10,45,10,11.22140428,11.22140428,12,13.17844985,13.17844985,14.22917483,19,12,-235,-6.799421655,240,-4.845892162,-2.815710898,-2.815710898,-1.198633532,-1.198633532,-1.198633532,-1.198633532,-1.198633532,3329100012,,29,3329000000,BREBES,100,LOSARI,3329100012,RANDUSARI,-0.625,-0.38891817,0.100917431,-0.361142117,-0.333333333,-0.318143911,-0.298767048,-0.279405311,-0.253262373,-0.221136942,-0.170131359,0.068493151,0.278480018,0.694117647,0.313306603,0.3442902,0.369145593,0.396347195,0.424577087,0.450545476,0.481319184,0.525366115,-0.565217391,-0.431915424,-0.084745763,-0.397558738,-0.366344786,-0.34160554,-0.30727939,-0.277804213,-0.246416728,-0.217775602,-0.187342335,3300000000,33,JAWA TENGAH
00013bef89ef9a6a893f,22,25.44005674,49,25.44005674,26.86941434,26.86941434,28.01084014,28.01084014,28.01084014,29.30304848,29.30304848,18,22.12627898,46,23.55182902,23.55182902,24,25,26.53964559,26.53964559,26.53964559,26.53964559,10,14.51035324,44,17.43153266,17.43153266,18.8655967,19.85654527,20.90151525,21.1738599,23.32774792,23.32774792,33,46.51483466,96,50.4317815,55,59,63,65.02497231,68,72,78,10,26,72,31,33.48153533,35,36.01255824,37,39,42.73904168,46,182,190,203,191.5266656,192.9778228,192.9778228,194.4330774,196.5904626,196.5904626,196.5904626,196.5904626,4,11.07004995,45,12.05951773,13.06275039,14.00716195,15,16,17.38521585,19.38831459,23,10,-340,-13.74923006,375,-9.68290459,-5.675764002,-5.675764002,-5.675764002,-2.453031293,-2.453031293,-2.453031293,-2.453031293,3329100010,,29,3329000000,BREBES,100,LOSARI,3329100010,KALIBUNTU,-0.622641509,-0.380736059,0.054545455,-0.350034043,-0.326646963,-0.302367615,-0.279342665,-0.255673808,-0.224921341,-0.185619571,-0.127277135,0.134328358,0.333333333,0.78021978,0.392401886,0.44696674,0.486851448,0.513066283,0.5451451,0.576158478,0.618874288,0.66295219,-0.636363636,-0.548657506,-0.129032258,-0.505245223,-0.47083952,-0.447267023,-0.428571429,-0.407675359,-0.373368503,-0.316676153,-0.263400312,3300000000,33,JAWA TENGAH
0001864c919f6dde4ec9,24,27.50654523,34,27.50654523,27.50654523,27.50654523,27.50654523,28,29,29,29,20,23.52161423,32,23.52161423,24,25,25,26,26,27.1583968,27.1583968,14,18.34596522,34,19,20.37315293,20.37315293,20.37315293,21,22,23,24,28,36,87,38.17596846,42.61908264,45.35371122,49.37938019,52,56,61,65,12,21,64,22,23.36516085,26,28,31,33,36,43,187,190.0667234,201,190.0667234,192,193,193,195.4362397,195.4362397,197,197,6,10,46,11.43444299,11.43444299,12,13,13,14,16.2745146,23,11,-240,-9.732515616,340,-5.643580792,-1.598865833,-1.598865833,-1.598865833,-1.598865833,-1.598865833,-1.598865833,-1.598865833,3329100011,,29,3329000000,BREBES,100,LOSARI,3329100011,KEDUNGNENG,-0.538461538,-0.373086207,0.113207547,-0.341481366,-0.310955636,-0.291387527,-0.263636589,-0.240498523,-0.217153988,-0.185603348,-0.123573235,0.095890411,0.250618996,0.72,0.286917887,0.322316485,0.353839975,0.388787092,0.424585094,0.458682631,0.493750264,0.537862024,-0.596330275,-0.442720805,-0.072463768,-0.407576823,-0.381237341,-0.350536199,-0.315159652,-0.283193674,-0.248971491,-0.212684502,-0.178299622,3300000000,33,JAWA TENGAH
0001f17fc7ca99bd7517,23,27,47,27,28,28,28,28,29,29,30,19,24,47,25,25,25,26,26,27,27,28,13,18,47,19,20,21,21,22,23,24,26,26,43,91,46,50,53,57,60,63,66,70,9,26,64,29,30,32,33,33,35,38,44,183,190,203,191,193,193,193,194,197,197,198,5,12,47,12,13,13,14,15,16,17,23,5,-270,-13.69031536,245,-5.600411028,-5.600411028,-5.600411028,-2.176863848,-2.176863848,-2.176863848,-2.176863848,-2.176863848,3329110005,,29,3329000000,BREBES,110,TANJUNG,3329110005,LUWUNGBATA,-0.538461538,-0.365187307,0.090909091,-0.34077508,-0.318846772,-0.295212077,-0.271591657,-0.240399779,-0.204949119,-0.169856302,-0.115038922,0.083333333,0.275624092,0.714285714,0.333333333,0.37689118,0.41621863,0.450849711,0.477987117,0.506128747,0.529301203,0.564438112,-0.591836735,-0.470902807,-0.04,-0.443278385,-0.424275206,-0.400961019,-0.373709958,-0.341900735,-0.303442132,-0.267299756,-0.22833466,3300000000,33,JAWA TENGAH
0001ccdd14e6cf777d6d,22,25.16317992,44,25.16317992,26,26,27,28.29770901,28.29770901,28.29770901,30.24598088,18,21.12092556,44,22,23,24,25,26.47717056,26.47717056,26.47717056,28,11,14,44,16,17.21609537,18.33093021,19,20,21.31460237,22,25,26,45.50645554,93,49.4378133,54,57,60,62.30094467,65.35681997,68,73,11,27.46901729,62,32,34,36.20228091,37.21101344,39,42,45,48.54889601,185,192,203,193.2509171,194.1882677,196,197,197,197,197,198,5,11,47,13.3159894,13.3159894,15,16,17,19.29677358,21.57870297,24,9,-335,-9.75183264,210,-5.534461444,-5.534461444,-5.534461444,-2.480549648,-2.480549648,-2.480549648,-2.480549648,-2.480549648,3329100009,,29,3329000000,BREBES,100,LOSARI,3329100009,BABAKAN,-0.551020408,-0.353577372,0.032258065,-0.318694101,-0.28714828,-0.259707376,-0.232164002,-0.204422973,-0.169630044,-0.131237317,-0.079979391,0.068965517,0.318034252,0.757575758,0.4,0.447029124,0.481565122,0.510603927,0.537683342,0.560944505,0.595137853,0.658705193,-0.641509434,-0.54498933,0,-0.48901971,-0.455281761,-0.435597995,-0.415910226,-0.39281222,-0.357648052,-0.31155988,-0.256638774,3300000000,33,JAWA TENGAH
0001300bc8dba6f0b4c0,24,25.69180246,44,27,27,28,28,29,29,30,30,20,23.68093508,46,24,25,26.52511361,26.52511361,26.52511361,26.52511361,27.89684311,29.30988129,12,17,46,18.55934337,18.55934337,19.94615155,21,23,24,26.44908751,28,30,44.43574141,90,46,48.58687715,49.94759788,51.47329542,52.91063004,55,59,64.47852522,11,21,61,24.38101967,29.4813535,34,36.42220482,38.47218345,40.56273247,45.50462194,48,186,192,203,193,193,194,196,197,197,197,198,5,11.58144162,45,11.58144162,12.93921888,13.88057517,15,17,18,20,22.93650398,8,-165,-9.006920987,175,-4.894220627,-4.894220627,-2.795252151,-2.795252151,-2.795252151,-1.443768952,-1.443768952,0.505151386,3329100008,,29,3329000000,BREBES,100,LOSARI,3329100008,DUKUHSALAM,-0.511111111,-0.381425271,0.08,-0.342459758,-0.29512272,-0.243885249,-0.204875231,-0.166113673,-0.127223771,-0.087928669,-0.040883277,0.096774194,0.260159347,0.707317073,0.303365758,0.342236487,0.376599866,0.411904371,0.440110668,0.470616087,0.50661552,0.55266061,-0.569892473,-0.439718957,-0.034482759,-0.400715828,-0.369207911,-0.341817813,-0.315369847,-0.298642647,-0.279199104,-0.260174824,-0.236207669,3300000000,33,JAWA TENGAH
0001c536771a45cba2b8,22,25,43,26,27.05623041,27.05623041,27.05623041,28.04793066,28.04793066,29.05527934,29.05527934,18,22.12450313,44,23,24.06146282,24.06146282,25,25,26,26,27.06754071,11,15,45,17.10058214,18,19,19,20,21.03017253,22,24.05977002,22,39,93,47,50.1283238,53,56,59.14115001,62,66.02387841,71.03644567,10,24,64,28,31,34,35,38,41,45.07821684,49,185,193.0810139,202,194,195,196,197.0629886,197.0629886,197.0629886,197.0629886,198,3,11,46,12,13.07028288,14,15,16,18,20,23,5,-240,-6.914781979,240,-4.862380801,-4.862380801,-2.916741744,-2.916741744,-2.916741744,-2.916741744,-1.161695665,-1.161695665,3329100005,,29,3329000000,BREBES,100,LOSARI,3329100005,BOJONGSARI,-0.62962963,-0.361353123,0.106796117,-0.32181854,-0.291106323,-0.259810652,-0.228022717,-0.193177697,-0.1544667,-0.107613985,-0.052868982,0.022222222,0.271538885,0.765957447,0.344478503,0.407985842,0.450778719,0.488947494,0.525164733,0.552768587,0.580314356,0.614556826,-0.638095238,-0.5,0.06122449,-0.466833575,-0.442960115,-0.415541558,-0.389163883,-0.360552566,-0.324748108,-0.286884264,-0.212590814,3300000000,33,JAWA TENGAH
0001f162546cf34f874f,23,26,36,27,27,28,28,28,29,29,30,18,23,34,24,25,25,26,26,27,27,28,11,17,34,18,19,20,21,22,23,25,27,29,43,95,46,48,50,52,55,58,62,69,10,24,65,29,31,33,35,38,40,44,48,186,190,202,193,193,194,196,196,197,197,198,5,11,50,12,13,14,15,16,17,20,29,7,-305,-9.683382781,275,-5.568819514,-5.568819514,-2.069172853,-2.069172853,-2.069172853,-2.069172853,-2.069172853,2.346258864,3329100007,,29,3329000000,BREBES,100,LOSARI,3329100007,RUNGKANG,-0.488372093,-0.365225566,0.137614679,-0.326031527,-0.291186353,-0.256372858,-0.220350004,-0.185397994,-0.146132963,-0.095953355,-0.03742653,0.137254902,0.271617197,0.725,0.316667761,0.361084316,0.39259141,0.420221563,0.450803376,0.486365348,0.525165,0.583665455,-0.604166667,-0.482605402,-0.074074074,-0.424352647,-0.392503203,-0.36583599,-0.341916849,-0.316772191,-0.298372809,-0.271567471,-0.236207962,3300000000,33,JAWA TENGAH
0001d4b7c462173480d1,22,25,38,26,27,27,28,29,29,30,30,18,22,36,24,25,25,26,27,27,28,29,11,17,36,19,20,21,22,24,25,26,27,32,39,88,43,45,48,49,51,54,60,66,10,20,65,22,25,31,37,40,44,46,50,180,193,202,193,194,194,196,196,197,197,198,5,11,47,12,13,14,15,17,18,21,28,6,-215,-8.980718266,235,-4.929425021,-2.798744435,-2.798744435,-2.798744435,-1.286653986,-1.286653986,-1.286653986,1.115348603,3329100006,,29,3329000000,BREBES,100,LOSARI,3329100006,KARANGJUNTI,-0.523809524,-0.377205299,0.134615385,-0.333333333,-0.294989548,-0.259925733,-0.216857103,-0.169652064,-0.115061497,-0.064125804,-0.01009611,0.122807018,0.240547459,0.725,0.2718675,0.302834985,0.333333333,0.36069601,0.400068884,0.439909347,0.5,0.575913588,-0.595959596,-0.478089845,-0.076923077,-0.411860211,-0.365629054,-0.333333333,-0.306748841,-0.275547125,-0.2483436,-0.224885889,-0.186593754,3300000000,33,JAWA TENGAH
000100c9ed2bde8286b4,22,25,43,26.47816461,26.47816461,26.47816461,26.47816461,26.47816461,28.39487474,28.39487474,28.39487474,18,22.56730539,37,22.56730539,24,24,24,25,25,26,27.18437497,11,16,33,17,17,18,19.38236306,19.38236306,20,22,23,24,44,100,46.52931146,50,53,56.37574183,59,62.32559111,66,71,10,22,62,26,30,33.45041454,34.82506697,36,39,43.40568885,48,180,191.9221877,200,192.9394413,192.9394413,194,195,196,196,197,197,4,11,44,12,13,13,14,15,17,20,24,4,-295,-9.704008414,355,-5.565567557,-5.565567557,-2.236990198,-2.236990198,-2.236990198,-2.236990198,-2.236990198,-2.236990198,3329100004,,29,3329000000,BREBES,100,LOSARI,3329100004,NEGLA,-0.531914894,-0.373484885,0.142857143,-0.341941602,-0.318419212,-0.294991949,-0.26750437,-0.236344996,-0.196034824,-0.146645945,-0.080034023,0.126760563,0.34262277,0.76344086,0.381180266,0.42025337,0.454887699,0.486270919,0.521156116,0.552782115,0.584353374,0.626560278,-0.641509434,-0.510723067,-0.090909091,-0.466544106,-0.442495844,-0.415642887,-0.385297992,-0.360451955,-0.333333333,-0.303923665,-0.264350632,3300000000,33,JAWA TENGAH
0001f57f3bd9689bb6a9,23,25,35,26,27,27,27,28,28,28,29,19,21,34,22,23,24,24,24,25,25,26,11,15,32,16,17,17,18,18,19,19,20,25,47,98,52,55,59,61,63,66,69,72,12,29,58,31,32,34,35,36,38,41,46,186,192,199,193,194,194,195,195,196,197,197,5,11,39,12,13,13,14,15,16,18,20,3,-200,-6.836872334,105,-4.867032217,-2.893637145,-2.893637145,-2.893637145,-2.893637145,-2.893637145,-1.484699157,-1.484699157,3329100003,,29,3329000000,BREBES,100,LOSARI,3329100003,KARANGSAMBUNG,-0.518518519,-0.365256873,0.147540984,-0.339407318,-0.318745575,-0.295387548,-0.271756172,-0.240824938,-0.208583148,-0.165720573,-0.115392674,0.146666667,0.415925235,0.737373737,0.47835554,0.506833848,0.533397856,0.549423379,0.569035674,0.588326301,0.604792266,0.631145894,-0.622641509,-0.510505327,-0.106382979,-0.489107989,-0.466584245,-0.451428824,-0.435347775,-0.420469259,-0.400436396,-0.373631347,-0.333333333,3300000000,33,JAWA TENGAH
0001bc1dc623bbcbe3e8,24,25,33,26,27,27,27,28,28,29,29,19,22,32,23,23,23,24,24,24,25,26,13,15,32,16,16,17,17,18,18,19,21,33,50,116,54,57,59,61,63,66,68,71,14,30,55,33,34,35,36,37,39,41,45,186,192,200,193,194,194,195,195,196,196,197,6,12,41,13,14,14,15,16,17,18,20,2,-45,-4.748218866,445,-4.748218866,-2.914506409,-2.914506409,-2.914506409,-2.914506409,-2.914506409,-1.611205243,-1.611205243,3329100002,,29,3329000000,BREBES,100,LOSARI,3329100002,JATI SAWIT,-0.490909091,-0.346170863,0.069306931,-0.319205796,-0.302591113,-0.283298407,-0.267745965,-0.248673927,-0.221015239,-0.185598527,-0.12777662,0.179487179,0.428571429,0.784615385,0.5,0.525491374,0.545409026,0.564738787,0.584492246,0.595085715,0.614679869,0.630933857,-0.657142857,-0.510758437,-0.129032258,-0.489020396,-0.475396967,-0.459570538,-0.447088693,-0.428571429,-0.411446122,-0.385630925,-0.350653356,3300000000,33,JAWA TENGAH
0001e45bb02bb88a10cc,24,25.1789747,34,26.08925475,26.08925475,26.08925475,27.05051027,27.05051027,27.05051027,28.06630857,28.06630857,19,22.25780125,34,23.13671944,23.13671944,24.02888733,24.02888733,24.02888733,24.02888733,25,26.04022494,13,16,32,17,17,18.10498544,18.10498544,19.04030865,19.04030865,20,21,35,52,91,57,61.20614655,63,65,68,70,72,75.10672323,12,31,59,34,37.18338442,39,41.04660148,42,43,44.06455184,46,189,193,199,193,194,194,195,196,197,197,197,5,12,43,14.1327475,15,16,17,17,18,19.02835291,21,16,-305,-9.616999822,340,-5.628902921,-5.628902921,-5.628902921,-5.628902921,-5.628902921,-2.85921868,-2.85921868,-2.85921868,3329090016,,29,3329000000,BREBES,90,BANJARHARJO,3329090016,DUKUHJERUK,-0.573770492,-0.353145318,0.090909091,-0.31462569,-0.286845106,-0.263671012,-0.244418389,-0.224772932,-0.204110512,-0.177797395,-0.13869556,0.162162162,0.443622503,0.733333333,0.493559229,0.524894133,0.545003794,0.564488331,0.580594042,0.595324481,0.614585355,0.63943413,-0.607476636,-0.526229771,-0.142857143,-0.505264333,-0.489220317,-0.47790466,-0.460663486,-0.448266867,-0.428571429,-0.407338153,-0.366524263,3300000000,33,JAWA TENGAH
0001c9e3289e6f9bd243,23,25,38,25,26,26,27,27,27,28,28,19,22,36,23,24,24,24,24,24,25,26,12,16,36,17,18,18,19,19,19,20,21,35,52,86,56,59,62,64,66,68,71,73,14,30,55,33,35,36,38,40,41,43,45,192,193,198,194,194,195,195,196,197,197,197,6,12,35,13,14,15,16,17,18,19,20,15,-300,-9.637905173,305,-9.637905173,-5.643885689,-5.643885689,-5.643885689,-5.643885689,-2.845077285,-2.845077285,-2.845077285,3329090015,,29,3329000000,BREBES,90,BANJARHARJO,3329090015,KARANGMAJA,-0.470588235,-0.358183186,0.04109589,-0.333333333,-0.306649757,-0.28710482,-0.263604052,-0.240243466,-0.216592341,-0.189214386,-0.146425884,0.088235294,0.43617845,0.739130435,0.486755846,0.511462684,0.530327694,0.549125205,0.56450428,0.584122511,0.604599354,0.631155586,-0.612244898,-0.521117874,-0.057142857,-0.5,-0.483511781,-0.466558097,-0.451313836,-0.435309715,-0.415260929,-0.396515106,-0.360181323,3300000000,33,JAWA TENGAH
